CBR rate	throughPut NewReno	 throughPut Reno
1	2.04351806641	2.04351806641
2	2.04351806641	2.04351806641
3	2.04434204102	2.04187011719
4	2.04351806641	2.04104614258
5	1.93145751953	1.92980957031
6	1.55737304688	1.55737304688
7	1.28463745117	1.28134155273
8	0.945983886719	0.713623046875
9	0.523284912109	0.326354980469
10	0.0841064453125	0.0371398925781
