CBR rate	throughPut Reno	 throughPut Reno
1	2.04351806641	2.04351806641
2	2.04351806641	2.04351806641
3	2.04434204102	2.04187011719
4	2.04351806641	2.04104614258
5	1.93145751953	1.92980957031
6	1.55737304688	1.55737304688
7	1.28463745117	1.28134155273
8	0.610626220703	0.955047607422
9	0.4169921875	0.432647705078
10	0.041259765625	0.0363159179688
